Date,shop_id,item_id,item_price,item_cnt_day
Friday,19,3417,449,1
Monday,19,3432,599,2
Friday,19,3432,599,4
Thursday,19,3432,599,1
Sunday,19,3432,599,1
Sunday,19,3432,599,1
Saturday,19,3432,599,3
Wednesday,19,3432,599,1
Friday,19,3432,599,1
Sunday,19,3432,599,2
Tuesday,19,3141,1130,1
Friday,19,3140,1090,1
Sunday,19,3140,1090,1
Saturday,19,3107,299,1
Sunday,19,3007,1790,1
Wednesday,19,3007,1790,1
Saturday,19,3019,799,1
Tuesday,19,3045,1249,1
Saturday,19,3056,899,2
Wednesday,19,3056,899,1
Sunday,19,3057,899,1
Saturday,19,3066,498,1
Friday,19,3067,498,1
Friday,19,3076,1399,1
Saturday,19,3076,1399,1
Tuesday,19,3076,1399,1
Friday,19,3432,599,2
Monday,19,3076,1399,1
Friday,19,3077,1199,1
Wednesday,19,3084,299,1
Sunday,19,3186,599,1
Saturday,19,3186,299.5,2
Tuesday,19,3186,239.6,5
Tuesday,19,3186,299.5,2
Saturday,19,3186,299.5,1
Monday,19,3186,299.5,1
Monday,19,3186,299.5,1
Monday,19,3186,299.5,1
Friday,19,3186,599,1
Saturday,19,3187,1249.5,1
Saturday,19,3076,1399,1
Tuesday,19,4036,599,2
Thursday,19,3432,599,1
Saturday,19,3432,599,2
Wednesday,19,3298,199,1
Monday,19,3307,299,1
Tuesday,19,3307,299,1
Thursday,19,3314,499,1
Sunday,19,3314,499,2
Monday,19,3314,499,1
Friday,19,3316,1199,1
Tuesday,19,3316,1199,1
Sunday,19,3317,999,1
Thursday,19,3317,999,1
Sunday,19,3318,1199,1
Saturday,19,3320,1999,2
Thursday,19,3320,1999,1
Friday,19,3320,1999,1
Monday,19,3320,1999,1
Friday,19,3320,1999,1
Monday,19,3325,1199,1
Tuesday,19,3325,1199,2
Thursday,19,3325,1199,2
Thursday,19,3325,1199,1
Thursday,19,3325,1199,2
Tuesday,19,3325,1199,1
Monday,19,3325,799,1
Friday,19,3325,799,3
Thursday,19,3325,799,1
Monday,19,3297,149,1
Sunday,19,3470,349,1
Tuesday,19,3470,349,1
Saturday,19,3286,299,1
Sunday,19,3432,599,1
Tuesday,19,3432,599,1
Saturday,19,3433,2799,1
Monday,19,3433,2799,1
Monday,19,3433,2799,1
Thursday,19,3433,2799,1
Monday,19,3434,2799,1
Saturday,19,3427,799,1
Thursday,19,3427,799,1
Thursday,19,3427,799,1
Wednesday,19,3427,799,1
Friday,19,3427,799,1
Friday,19,3432,599,2
Sunday,19,3427,799,1
Wednesday,19,3437,1699,1
Sunday,19,3437,1699,1
Wednesday,19,3467,149,1
Wednesday,19,3468,149,1
Tuesday,19,3468,149,1
Saturday,19,3280,299,1
Wednesday,19,3280,299,1
Monday,19,3281,299,1
Thursday,19,3281,299,1
Thursday,19,3286,299,2
Tuesday,19,3286,299,1
Tuesday,19,3286,299,1
Friday,19,3427,799,1
Wednesday,19,3007,1790,1
Saturday,19,4036,599,1
Tuesday,19,4128,899,1
Monday,19,4906,1799,1
Tuesday,19,4906,1799,1
Wednesday,19,4906,1799,2
Tuesday,19,4906,1799,1
Thursday,19,4906,1799,2
Friday,19,4907,1799,1
Wednesday,19,4907,1799,1
Tuesday,19,4907,1799,1
Friday,19,4907,1499,1
Monday,19,4686,299,1
Tuesday,19,4910,599,1
Wednesday,19,4910,299.5,1
Tuesday,19,4910,299.5,1
Sunday,19,4688,1190,1
Tuesday,19,4688,1499,1
Friday,19,4688,1499,1
Tuesday,19,4960,899,1
Monday,19,4960,899,1
Saturday,19,4705,299,1
Sunday,19,4711,299,1
Friday,19,4712,299,1
Wednesday,19,4712,299,1
Thursday,19,4712,299,1
Sunday,19,4712,299,1
Friday,19,4715,299,1
Thursday,19,4906,1798.75,2
Sunday,19,5087,449,1
Wednesday,19,4906,1799,2
Saturday,19,4906,1799,2
Friday,19,4809,599,1
Sunday,19,4810,1999,1
Tuesday,19,4810,1999,1
Saturday,19,4810,1999,1
Monday,19,4814,899,1
Wednesday,19,4814,899,1
Sunday,19,4831,999,1
Saturday,19,4831,999,1
Tuesday,19,4831,999,1
Saturday,19,4831,999,1
Tuesday,19,4831,999,1
Saturday,19,4607,299,1
Sunday,19,4610,299,1
Monday,19,4867,398,1
Tuesday,19,4643,299,1
Thursday,19,4651,299,1
Friday,19,4886,899,1
Monday,19,4886,899,1
Thursday,19,4886,899,1
Wednesday,19,4886,899,1
Monday,19,4886,899,1
Saturday,19,4886,899,1
Friday,19,4901,1699,1
Sunday,19,4901,1699,1
Saturday,19,4906,1799,1
Tuesday,19,4906,1799,1
Thursday,19,5092,448.7,1
Tuesday,19,5101,399,1
Sunday,19,5156,499,1
Sunday,19,5273,1999,1
Wednesday,19,5274,1999,1
Tuesday,19,5283,599,1
Tuesday,19,5031,1399,-1
Thursday,19,5034,1999,1
Tuesday,19,5052,449,1
Wednesday,19,5070,1590,1
Wednesday,19,5070,1590,1
Wednesday,19,5361,549,1
Thursday,19,5361,549,1
Friday,19,5361,549,1
Friday,19,5306,299,1
Monday,19,5306,299,1
Tuesday,19,5324,299,1
Friday,19,5324,299,2
Friday,19,5324,299,1
Friday,19,5324,299,1
Wednesday,19,5324,299,2
Tuesday,19,5406,349,1
Sunday,19,5406,349,1
Tuesday,19,5686,198,1
Sunday,19,5735,599,1
Saturday,19,5449,399,1
Thursday,19,5449,399,1
Tuesday,19,5480,849,1
Friday,19,5272,599,1
Saturday,19,5272,599,1
Tuesday,19,5272,599,1
Tuesday,19,5272,599,2
Tuesday,19,5178,449,1
Friday,19,5197,599,1
Sunday,19,5224,299,1
Tuesday,19,5228,299,1
Tuesday,19,5228,299,1
Friday,19,5228,299,2
Friday,19,5228,299,1
Tuesday,19,5228,299,1
Thursday,19,5228,299,1
Saturday,19,5256,799,1
Wednesday,19,5260,499,1
Friday,19,5260,499,1
Wednesday,19,4809,599,1
Friday,19,5260,499,1
Saturday,19,5260,499,1
Monday,19,5261,1199,1
Wednesday,19,5262,1199,1
Monday,19,5275,1699,1
Sunday,19,5275,1699,1
Saturday,19,5275,1699,1
Monday,19,5275,1699,1
Tuesday,19,5275,1699,1
Tuesday,19,5275,1699,1
Thursday,19,5272,599,1
Monday,19,5272,599,1
Friday,19,5272,599,2
Friday,19,5260,499,1
Sunday,19,4809,599,2
Monday,19,4809,599,1
Saturday,19,4809,599,1
Sunday,19,4248,1999,1
Sunday,19,4249,1899,1
Thursday,19,4251,399,1
Saturday,19,4251,399,1
Saturday,19,4251,399,1
Saturday,19,4251,399,1
Sunday,19,4265,499,1
Sunday,19,4112,649,1
Thursday,19,4112,649,1
Wednesday,19,4115,299,1
Wednesday,19,4300,349,1
Saturday,19,4309,749,1
Sunday,19,4320,549,1
Tuesday,19,4330,1799,1
Tuesday,19,4332,449,1
Monday,19,4332,449,1
Monday,19,4332,449,1
Wednesday,19,4332,449,1
Wednesday,19,4464,299.5,1
Thursday,19,4464,599,1
Friday,19,4464,299.5,1
Sunday,19,4366,449,1
Friday,19,4366,449,1
Wednesday,19,4366,449,1
Sunday,19,4366,449,1
Tuesday,19,4248,1999,1
Friday,19,4245,1699,1
Tuesday,19,4244,1999,1
Sunday,19,4240,1999,1
Tuesday,19,4147,2090,1
Monday,19,4161,899,1
Wednesday,19,4161,899,2
Tuesday,19,4163,1590,1
Saturday,19,4163,1590,1
Thursday,19,4163,1590,1
Friday,19,4163,1590,1
Saturday,19,4163,1590,1
Saturday,19,4163,1590,1
Monday,19,4163,1590,1
Friday,19,4164,999,1
Monday,19,4164,999,1
Friday,19,4366,449,1
Wednesday,19,4164,999,2
Saturday,19,4164,999,1
Wednesday,19,4164,999,3
Tuesday,19,4164,999,3
Wednesday,19,4164,999,2
Saturday,19,4164,999,1
Saturday,19,4164,999,1
Tuesday,19,4164,999,1
Sunday,19,4164,999,1
Sunday,19,4164,999,1
Saturday,19,4164,999,1
Wednesday,19,4069,299,1
Tuesday,19,4227,899,1
Monday,19,4164,999,1
Monday,19,4023,299,1
Thursday,19,4366,449,1
Tuesday,19,4370,599,1
Wednesday,19,4503,698,1
Saturday,19,4510,299,1
Sunday,19,4520,1649,1
Monday,19,4723,299,1
Sunday,19,4723,599,1
Sunday,19,4564,399,1
Thursday,19,4779,499,1
Monday,19,4779,499,1
Sunday,19,4779,499,1
Saturday,19,4779,499,1
Saturday,19,4779,499,1
Monday,19,4779,499,1
Friday,19,4779,499,1
Monday,19,4779,499,1
Tuesday,19,4780,1199,1
Friday,19,4780,1199,1
Friday,19,4780,1199,1
Saturday,19,4790,599,1
Thursday,19,4791,399.5,1
Thursday,19,4793,1799,1
Thursday,19,4579,299,1
Saturday,19,4800,299,2
Sunday,19,4800,299,1
Tuesday,19,4807,1999,1
Monday,19,4809,599,1
Wednesday,19,4445,299,1
Friday,19,4489,1699,1
Friday,19,4486,1249.5,1
Friday,19,4486,2499,1
Tuesday,19,4370,599,2
Friday,19,4370,599,1
Saturday,19,4370,599,2
Saturday,19,4370,599,1
Wednesday,19,4370,599,1
Wednesday,19,4371,1798.5,1
Saturday,19,4372,1999,1
Wednesday,19,4372,1999,1
Wednesday,19,4373,1999,1
Thursday,19,4373,1999,1
Saturday,19,4399,249,1
Saturday,19,4420,299,1
Sunday,19,4366,449,1
Monday,19,4421,299,1
Saturday,19,4474,899,1
Sunday,19,4474,899,1
Monday,19,4474,899,1
Wednesday,19,4475,598.5,1
Monday,19,4475,598.5,1
Friday,19,4481,1699,1
Wednesday,19,4481,1699,1
Monday,19,4481,1699,1
Wednesday,19,4476,1498.5,1
Friday,19,4482,2499,1
Tuesday,19,4484,299.5,1
Friday,19,4485,599,1
Monday,19,4421,299,1
Tuesday,19,5481,9799,1
Saturday,19,3007,1790,1
Saturday,19,3007,1790,1
Friday,19,1418,349,2
Monday,19,1420,349,2
Friday,19,1420,349,1
Friday,19,1463,1299,1
Thursday,19,1470,599,2
Friday,19,1470,599,3
Saturday,19,1470,599,1
Friday,19,1470,598.9,5
Thursday,19,1470,599,1
Saturday,19,1470,599,4
Sunday,19,1470,599,3
Wednesday,19,1470,599,1
Sunday,19,1470,599,1
Monday,19,1470,599,2
Tuesday,19,1470,599,1
Wednesday,19,1470,599,2
Saturday,19,1470,599,1
Tuesday,19,1470,599,1
Friday,19,1470,599,1
Sunday,19,1470,599,2
Sunday,19,1471,2599,1
Saturday,19,1471,2599,1
Friday,19,1471,2599,2
Wednesday,19,1471,2599,1
Thursday,19,1471,2598.5,1
Tuesday,19,1418,349,1
Friday,19,1475,899,1
Saturday,19,1418,349,1
Thursday,19,1409,1399,1
Monday,19,1031,99,1
Saturday,19,1032,299,1
Monday,19,1034,299,1
Saturday,19,1034,299,1
Saturday,19,1037,3500,1
Thursday,19,1047,649,1
Wednesday,19,1058,299,1
Thursday,19,1097,149,1
Friday,19,1105,199,1
Tuesday,19,1110,149,1
Wednesday,19,1110,149,1
Sunday,19,1112,499,1
Wednesday,19,1131,399,1
Saturday,19,1142,1399,1
Sunday,19,1143,399,1
Thursday,19,1151,1790,1
Saturday,19,1224,399,1
Wednesday,19,1247,299,1
Tuesday,19,1249,299,1
Wednesday,19,1249,299,2
Sunday,19,1249,299,1
Wednesday,19,1249,299,1
Monday,19,1261,399,1
Sunday,19,1362,49,1
Tuesday,19,1372,1399,1
Saturday,19,1418,349,1
Sunday,19,1475,899,1
Saturday,19,1475,899,1
Thursday,19,1475,899,1
Tuesday,19,1830,599,1
Friday,19,1830,599,2
Friday,19,1830,599,1
Friday,19,1830,599,2
Wednesday,19,1830,599,1
Monday,19,1830,599,1
Sunday,19,1830,599,1
Tuesday,19,1830,599,1
Saturday,19,1832,1999,1
Friday,19,1833,1999,1
Wednesday,19,1823,599,1
Monday,19,1823,599,1
Thursday,19,1824,599,1
Thursday,19,1824,599,1
Friday,19,1829,1499,1
Monday,19,1829,1499,3
Tuesday,19,1829,1499,1
Friday,19,1829,1499,3
Sunday,19,1835,1999,1
Monday,19,1835,1999,1
Thursday,19,1835,1999,1
Saturday,19,1835,1999,1
Sunday,19,1835,1999,2
Tuesday,19,1871,299,1
Saturday,19,1871,299,2
Sunday,19,1830,599,1
Monday,19,1830,599,1
Tuesday,19,1830,599,1
Wednesday,19,1830,599,1
Saturday,19,1475,899,1
Friday,19,1481,1999,1
Thursday,19,1481,1999,1
Sunday,19,1481,1999,1
Tuesday,19,1482,549,1
Tuesday,19,1482,549,1
Wednesday,19,1482,549,2
Friday,19,1536,1799,1
Friday,19,1523,799,2
Saturday,19,1523,799,1
Monday,19,1524,2999,1
Friday,19,1528,649,1
Tuesday,19,1026,299,1
Monday,19,1528,649,1
Tuesday,19,1790,1799,1
Sunday,19,1790,1798.5,1
Friday,19,1790,1799,1
Wednesday,19,1791,1799,1
Thursday,19,1800,274,1
Monday,19,1800,274.5,1
Thursday,19,1800,549,1
Sunday,19,1800,274,1
Tuesday,19,1830,599,1
Wednesday,19,1830,599,1
Friday,19,1830,599,1
Thursday,19,1830,599,1
Tuesday,19,1624,299,1
Saturday,19,1023,299,1
Sunday,19,1021,399,1
Monday,19,1021,399,1
Monday,18,22091,109,2
Friday,18,22092,109,4
Friday,18,22092,109,1
Sunday,18,22092,109,1
Thursday,18,22092,109,1
Thursday,18,22092,109,1
Sunday,18,22092,109,1
Thursday,18,22061,58,1
Friday,18,22134,399,1
Friday,18,22134,399,1
Sunday,18,22135,549,1
Wednesday,18,22139,791.12,1
Friday,18,22140,499,1
Wednesday,18,22140,349.5,1
Monday,18,22151,399,1
Friday,19,27,2499,1
Tuesday,19,32,349,1
Friday,19,32,349,1
Tuesday,19,32,349,1
Friday,19,32,349,1
Tuesday,19,32,349,1
Tuesday,19,32,349,2
Tuesday,19,32,349,1
Monday,19,32,349,1
Sunday,19,32,349,1
Thursday,18,22091,109,2
Friday,18,22088,79,2
Monday,18,22088,79,3
Tuesday,18,22088,79,1
Friday,18,21964,1199,1
Sunday,18,21818,58,1
Wednesday,18,21832,99,1
Sunday,18,21839,999,1
Sunday,18,21841,449,1
Sunday,18,21987,549,1
Monday,18,21858,329,1
Wednesday,18,21871,349,1
Sunday,18,21871,349,1
Saturday,18,21871,349,1
Saturday,18,21873,199,1
Friday,18,21906,499,1
Sunday,19,33,499,1
Saturday,18,22014,399,1
Tuesday,18,22015,699,1
Tuesday,18,22015,699,1
Saturday,18,22016,299,1
Thursday,18,22041,1370.87,1
Thursday,18,22087,79,2
Tuesday,18,22087,79,1
Saturday,18,22087,79,1
Thursday,18,22088,79,1
Tuesday,18,22088,79,1
Thursday,18,22088,79,1
Friday,18,22088,79,7
Wednesday,18,22088,79,2
Sunday,18,22014,399,1
Monday,19,1871,299,1
Sunday,19,33,499,1
Sunday,19,35,399,2
Thursday,19,970,279,1
Tuesday,19,975,299,1
Thursday,19,991,99,1
Wednesday,19,993,99,1
Wednesday,19,995,99,1
Thursday,19,998,99,1
Saturday,19,1000,99,1
Friday,19,1000,99,1
Friday,19,1000,99,1
Tuesday,19,1002,99,1
Thursday,19,1002,99,1
Monday,19,1003,99,1
Thursday,19,1003,99,1
Monday,19,1004,99,1
Wednesday,19,1006,399,1
Saturday,19,1006,399,1
Monday,19,1008,299,1
Monday,19,1010,449,1
Monday,19,1011,299,1
Saturday,19,1013,299,2
Friday,19,1013,299,1
Wednesday,19,1013,299,1
Friday,19,1016,299,1
Tuesday,19,1017,299,1
Friday,19,1017,299,1
Saturday,19,965,299,1
Sunday,19,963,99,1
Friday,19,963,99,1
Wednesday,19,963,99,1
Friday,19,35,399,1
Tuesday,19,47,249,1
Saturday,19,72,119,1
Thursday,19,98,399,2
Wednesday,19,98,399,1
Wednesday,19,98,399,1
Monday,19,98,399,2
Tuesday,19,98,399,1
Wednesday,19,98,399,1
Monday,19,98,399,1
Thursday,19,96,149,1
Tuesday,19,464,299,1
Saturday,19,34,149,1
Tuesday,19,481,330,1
Friday,19,484,300,1
Sunday,19,484,300,1
Saturday,19,496,4600,1
Monday,19,791,600,1
Sunday,19,791,600,1
Friday,19,804,240,1
Wednesday,19,804,240,-1
Saturday,19,829,3300,1
Friday,19,839,3300,1
Wednesday,19,944,549,1
Monday,19,944,549,1
Monday,19,963,99,1
Saturday,19,482,3300,1
Thursday,19,3007,1790,1
Monday,19,1871,299,7
Monday,19,1874,299,1
Thursday,19,2718,599,1
Monday,19,2746,299,1
Friday,19,2746,299,1
Monday,19,2748,799,1
Friday,19,2748,799,1
Friday,19,2748,399.5,1
Sunday,19,2527,299,1
Tuesday,19,2546,299,1
Tuesday,19,2573,299,1
Friday,19,2574,399,1
Thursday,19,2574,399,1
Friday,19,2574,399,2
Thursday,19,2574,399,1
Sunday,19,2607,279,1
Wednesday,19,2808,999,2
Wednesday,19,2808,999,4
Friday,19,2808,998.75,2
Sunday,19,2808,999,1
Thursday,19,2808,999,1
Saturday,19,2808,999,3
Tuesday,19,2808,998.75,2
Sunday,19,2808,999,2
Thursday,19,2808,999,1
Friday,19,2808,999,1
Tuesday,19,2808,999,2
Sunday,19,2716,149,2
Tuesday,19,2808,999,2
Sunday,19,2704,1799,1
Friday,19,2703,599,1
Wednesday,19,2415,299,1
Friday,19,2415,299,1
Monday,19,2416,449,1
Friday,19,2416,449,1
Tuesday,19,2416,449,1
Tuesday,19,2416,449,2
Wednesday,19,2416,449,1
Monday,19,2417,349,1
Tuesday,19,2417,349,1
Thursday,19,2417,349,1
Friday,19,2437,1399,1
Sunday,19,2439,299,1
Monday,19,2439,299,1
Sunday,19,2439,299,1
Tuesday,19,2439,299,1
Monday,19,2439,299,1
Monday,19,2456,124,1
Monday,19,2461,399,1
Saturday,19,2678,999,1
Wednesday,19,2679,298,1
Monday,19,2462,99,1
Sunday,19,2680,898.5,1
Tuesday,19,2682,1499,1
Monday,19,2682,1499,1
Thursday,19,2703,599,1
Friday,19,2703,599,1
Monday,19,2808,999,2
Monday,19,2808,999,2
Thursday,19,2808,999,2
Friday,19,2931,99,1
Wednesday,19,2931,99,1
Tuesday,19,2934,599,1
Wednesday,19,2939,599,1
Thursday,19,2946,599,1
Sunday,19,2953,599,1
Saturday,19,2956,599,1
Tuesday,19,2957,599,1
Sunday,19,2960,449,1
Tuesday,19,2960,449,1
Tuesday,19,2967,799,1
Thursday,19,2967,799,1
Wednesday,19,2972,599,15
Wednesday,19,2972,599,6
Friday,19,2972,599,5
Thursday,19,2972,599,1
Wednesday,19,2972,599,1
Sunday,19,2972,599,1
Thursday,19,2973,2499,1
Friday,19,2973,2499,1
Tuesday,19,2973,2499,4
Sunday,19,2973,2499,1
Thursday,19,2973,2499,1
Tuesday,19,2973,2498.5,1
Wednesday,19,3007,1790,1
Thursday,19,2931,99,1
Wednesday,19,2931,99,1
Sunday,19,2931,99,1
Sunday,19,2931,99,1
Monday,19,2808,999,2
Saturday,19,2808,999,1
Sunday,19,2808,999,1
Monday,19,2631,299,1
Saturday,19,2635,299,1
Tuesday,19,2639,399,1
Tuesday,19,2639,399,1
Thursday,19,2827,599,1
Sunday,19,2828,499,1
Tuesday,19,2833,599,1
Sunday,19,2833,599,2
Sunday,19,2835,1999,1
Friday,19,2415,299,1
Thursday,19,2846,1699,1
Thursday,19,2848,99,1
Wednesday,19,2848,99,1
Friday,19,2848,99,1
Tuesday,19,2854,449,1
Wednesday,19,2855,499,1
Saturday,19,2855,499,1
Tuesday,19,2920,599,1
Sunday,19,2920,598.5,1
Saturday,19,2929,199,1
Monday,19,2929,199,1
Wednesday,19,2929,199,1
Tuesday,19,2931,99,1
Saturday,19,2848,99,1
Monday,19,2415,299,1
Wednesday,19,2223,299,1
Thursday,19,2195,399,1
Tuesday,19,1916,249,1
Wednesday,19,1921,249,1
Wednesday,19,1921,249,1
Saturday,19,1921,249,1
Thursday,19,1921,249,1
Saturday,19,1923,249,1
Monday,19,1923,249,1
Monday,19,1923,249,1
Thursday,19,1923,249,1
Saturday,19,1677,298,1
Wednesday,19,1953,899,-1
Sunday,19,1956,399,1
Sunday,19,1958,99,1
Tuesday,19,1712,299,1
Tuesday,19,1715,299,1
Wednesday,19,1729,299,1
Tuesday,19,1973,599,1
Thursday,19,1987,599,1
Tuesday,19,1987,599,1
Sunday,19,1987,599,1
Thursday,19,1987,599,2
Saturday,19,1781,299,1
Thursday,19,2245,349,1
Wednesday,19,2304,1999,2
Monday,19,2304,1998.4,1
Sunday,19,1916,249,1
Saturday,19,1916,249,1
Thursday,19,1916,249,1
Tuesday,19,1915,249,1
Sunday,19,1635,849,1
Saturday,19,1635,849,1
Sunday,19,1893,1999,1
Saturday,19,1894,598.5,1
Friday,19,1904,249,1
Saturday,19,1904,249,1
Sunday,19,1904,249,1
Monday,19,1904,249,1
Thursday,19,1904,249,1
Sunday,19,1905,249,2
Monday,19,1905,249,2
Sunday,19,1905,249,1
Tuesday,19,2304,1999,1
Wednesday,19,1905,249,1
Tuesday,19,1905,249,1
Sunday,19,1905,249,1
Friday,19,1905,249,1
Tuesday,19,1908,249,1
Friday,19,1911,249,1
Saturday,19,1911,249,1
Saturday,19,1912,249,1
Tuesday,19,1913,249,1
Tuesday,19,1915,249,2
Saturday,19,1915,249,1
Saturday,19,1915,249,1
Monday,19,1915,249,1
Monday,19,1905,249,1
Tuesday,19,1871,299,1
Wednesday,19,2304,1999,1
Sunday,19,2307,2799,1
Tuesday,19,2252,599,1
Thursday,19,2255,299,1
Sunday,19,2256,299,1
Wednesday,19,2256,299,1
Sunday,19,2257,299,1
Thursday,19,2257,299,1
Sunday,19,2258,299,1
Monday,19,2258,299,1
Wednesday,19,2258,299,1
Sunday,19,2281,999,1
Sunday,19,2281,499.5,1
Monday,19,2281,999,1
Sunday,19,2281,999,1
Monday,19,2281,999,1
Wednesday,19,2281,499.5,1
Friday,19,2349,199,1
Wednesday,19,2099,399,1
Wednesday,19,2100,299,1
Tuesday,19,2112,1799,1
Friday,19,2389,499.5,1
Tuesday,19,2179,299,1
Tuesday,19,2179,299,1
Wednesday,19,2184,299,1
Saturday,19,2190,299,1
Sunday,19,2190,299,1
Thursday,19,2252,599,1
Sunday,19,2252,599,1
Thursday,19,2252,599,1
Sunday,19,2333,549,1
Thursday,19,2307,2799,1
Thursday,19,2307,2799,1
Tuesday,19,2308,799,1
Tuesday,19,2308,799,3
Tuesday,19,2308,799,2
Friday,19,2308,799,1
Monday,19,2308,799,3
Monday,19,2308,799,2
Monday,19,2308,799,1
Tuesday,19,2308,799,2
Tuesday,19,2308,799,2
Thursday,19,2308,799,1
Sunday,19,2304,1999,1
Thursday,19,2308,799,2
Tuesday,19,2308,799,1
Sunday,19,2308,799,1
Friday,19,2309,2799,1
Saturday,19,2309,2799,1
Saturday,19,2314,3999,1
Saturday,19,2319,1399,1
Friday,19,2321,999,2
Wednesday,19,2321,999,1
Friday,19,2321,999,1
Sunday,19,2321,999,1
Thursday,19,2333,549,1
Friday,19,2333,549,1
Monday,19,2308,799,1
Tuesday,22,12037,149,1
Wednesday,19,5811,199,1
Tuesday,19,5821,599,1
Sunday,19,10422,399,1
Sunday,19,10423,1199,2
Tuesday,19,10426,149,1
Saturday,19,10427,449,1
Monday,19,10619,450,1
Tuesday,19,10647,650,1
Thursday,19,10658,599,2
Tuesday,19,10658,599,1
Saturday,19,10658,599,2
Friday,19,10669,750,1
Monday,19,10676,750,1
Tuesday,19,10452,149,1
Tuesday,19,10452,149,1
Thursday,19,10452,149,1
Thursday,19,10494,199,1
Saturday,19,10503,248,1
Thursday,19,10536,149,1
Thursday,19,10536,149,1
Tuesday,19,11295,58,1
Saturday,19,10759,149,1
Friday,19,10802,149,1
Friday,19,10838,149,1
Saturday,19,10838,149,1
Friday,19,10855,249.5,1
Monday,19,10865,299,1
Tuesday,19,10401,407.85,1
Friday,19,11305,499,1
Sunday,19,10401,699,1
Wednesday,19,10394,149,1
Tuesday,19,10064,299,1
Sunday,19,10086,399,1
Friday,19,10086,399,1
Thursday,19,10097,699,1
Sunday,19,10106,399,1
Monday,19,10107,899,1
Wednesday,19,10107,899,1
Tuesday,19,10160,199,1
Friday,19,10172,149,1
Saturday,19,10308,499,1
Sunday,19,10323,2299,1
Wednesday,19,10323,2299,1
Thursday,19,10563,1699,1
Friday,19,10324,1199,1
Monday,19,10325,149,1
Sunday,19,10325,149,1
Friday,19,10328,399,1
Thursday,19,10329,1199,1
Wednesday,19,10331,149,1
Thursday,19,10340,149,1
Monday,19,10359,149,1
Wednesday,19,10389,299,1
Sunday,19,10391,199,1
Monday,19,10591,199,1
Wednesday,19,10394,149,1
Friday,19,10401,524.54,1
Sunday,19,11305,499,1
Thursday,19,11305,499,1
Friday,19,11319,499,1
Sunday,19,11041,349,1
Thursday,19,11041,349,2
Saturday,19,11041,349,1
Tuesday,19,11041,349,1
Saturday,19,11041,349,1
Wednesday,19,11065,199,1
Sunday,19,11065,199,1
Saturday,19,11065,199,2
Monday,19,11065,199,1
Friday,19,11080,99,1
Thursday,19,11083,999,1
Sunday,19,11099,149,1
Monday,19,11134,149,1
Tuesday,19,11136,149,1
Monday,19,11184,199,1
Thursday,19,11383,398,1
Thursday,19,11222,1699,1
Tuesday,19,11221,149,1
Thursday,19,11231,399,1
Saturday,19,11231,399,1
Tuesday,19,11231,399,1
Monday,19,11232,499,1
Monday,19,11235,399,1
Saturday,19,11236,399,1
Sunday,19,11244,149,1
Thursday,19,11041,349,1
Wednesday,19,11041,349,2
Friday,19,11041,349,2
Sunday,19,11041,349,1
Tuesday,19,10892,199,1
Tuesday,19,10900,199,1
Wednesday,19,10904,149,1
Sunday,19,10908,149,1
Sunday,19,10914,199,1
Monday,19,10915,189,1
Sunday,19,10926,149,1
Saturday,19,10942,199,1
Wednesday,19,10943,199,1
Thursday,19,10951,349,1
Saturday,19,10953,149,1
Monday,19,10980,149,1
Sunday,19,10051,149,1
Wednesday,19,11012,199,1
Thursday,19,11015,199,1
Saturday,19,11029,1599,1
Friday,19,11030,149,1
Saturday,19,11030,149,1
Wednesday,19,11032,999,1
Wednesday,19,11035,499,1
Thursday,19,11041,349,1
Friday,19,11041,349,1
Friday,19,11041,349,1
Wednesday,19,11041,349,2
Saturday,19,11041,349,2
Wednesday,19,11041,349,1
Sunday,19,11013,199,1
Saturday,19,10039,299,1
Thursday,19,9996,299,1
Saturday,19,9987,199,1
Friday,19,9300,2289,1
Wednesday,19,8992,399,1
Monday,19,9000,5999,1
Tuesday,19,9000,5999,1
Sunday,19,9000,5999,1
Sunday,19,9000,5991.45,-1
Thursday,19,9022,149,1
Wednesday,19,9031,249,1
Wednesday,19,9024,149,1
Tuesday,19,9320,349,1
Friday,19,9336,399,1
Monday,19,9336,399,1
Saturday,19,9346,199,1
Sunday,19,9363,299,1
Saturday,19,9363,299,1
Tuesday,19,9383,269,1
Saturday,19,9384,229,1
Tuesday,19,9444,349,1
Wednesday,19,9444,349,1
Wednesday,19,9043,399,1
Tuesday,19,9043,399,1
Wednesday,19,9043,399,1
Saturday,19,9043,399,1
Friday,19,9043,399,1
Saturday,19,9043,399,1
Sunday,19,8973,399,1
Monday,19,9282,899,1
Monday,19,8960,399,1
Saturday,19,9278,58,1
Saturday,19,8723,149,1
Sunday,19,8747,249,1
Saturday,19,8749,249,1
Saturday,19,8759,149,1
Tuesday,19,8764,399,1
Monday,19,8765,699,1
Sunday,19,8776,349,1
Thursday,19,8778,149,1
Friday,19,8778,149,1
Thursday,19,8784,149,1
Thursday,19,8787,149,1
Thursday,19,8863,249,1
Wednesday,19,9044,299,1
Monday,19,8863,249,1
Wednesday,19,8873,199,1
Wednesday,19,8877,1349,1
Sunday,19,8878,1499,1
Sunday,19,8879,1299,1
Wednesday,19,8879,1299,1
Monday,19,8883,1299,1
Tuesday,19,8940,299,1
Tuesday,19,8940,299,1
Saturday,19,8941,249,1
Sunday,19,8942,249,1
Sunday,19,8953,399,1
